transaction_id,sender_id,receiver_id,amount,timestamp
T4029,A00032,A00286,389.82,2026-01-17 23:34:00
T4499,A00086,A00267,427.22,2026-01-05 04:47:00
T4808,A00397,A00341,3485.33,2026-01-02 09:08:00
T9017,MULE012,MULE015,8479.0,2026-01-10 08:02:00
T4561,A00270,A00080,3371.98,2026-01-27 20:11:00
T9695,MULE011,MULE008,8143.0,2026-01-29 21:39:00
T5991,A00350,A00230,2534.49,2026-01-29 09:28:00
T3949,A00342,A00129,4917.12,2026-01-04 18:45:00
T5554,A00294,A00110,4339.5,2026-01-19 18:09:00
T2685,A00162,A00075,4099.13,2026-01-14 12:12:00
T5021,A00074,A00044,3328.66,2026-01-08 18:42:00
T5247,A00230,A00055,825.85,2026-01-02 09:17:00
T1484,A00096,A00279,1803.56,2026-01-22 07:36:00
T3015,A00256,A00163,656.67,2026-01-19 11:52:00
T6014,A00043,A00091,4267.47,2026-01-05 07:04:00
T10531,MULE002,MULE016,8464.0,2026-01-07 23:39:00
T3425,A00182,A00041,3746.96,2026-01-11 02:57:00
T813,A00148,A00087,3925.63,2026-01-26 17:50:00
T11520,SHELL009,A00179,8817.25,2026-01-27 09:55:00
T5147,A00368,A00226,4805.72,2026-01-30 08:58:00
T2118,A00351,A00063,2721.06,2026-01-11 18:11:00
T8882,MULE013,MULE017,8574.0,2026-01-14 15:27:00
T3547,A00101,A00227,1868.86,2026-01-09 20:52:00
T4803,A00266,A00076,3161.72,2026-01-04 06:01:00
T9117,MULE002,MULE016,8930.0,2026-01-16 13:10:00
T12435,MULE010,SHELL010,1184.74,2026-01-25 16:27:00
T2920,A00276,A00274,2513.75,2026-01-25 09:41:00
T9590,MULE001,MULE004,8838.0,2026-01-17 09:25:00
T11911,MULE015,SHELL002,785.27,2026-01-02 07:50:00
T10552,MULE007,MULE015,8060.0,2026-01-23 10:39:00
T2907,A00272,A00172,3038.1,2026-01-20 08:28:00
T1458,A00191,A00238,3514.98,2026-01-02 10:39:00
T115,A00170,A00015,665.17,2026-01-12 21:18:00
T6028,A00306,A00223,3648.68,2026-01-10 21:47:00
T9356,MULE020,MULE016,8160.0,2026-01-26 05:05:00
T2440,A00028,A00217,1784.7,2026-01-10 02:51:00
T231,A00384,A00292,4613.84,2026-01-20 23:40:00
T5938,A00344,A00220,3938.23,2026-01-17 14:53:00
T3410,A00022,A00377,4423.68,2026-01-10 14:07:00
T6962,A00322,A00356,3744.34,2026-01-21 05:51:00
T12571,MULE002,SHELL015,1394.51,2026-01-17 11:58:00
T12560,SHELL011,A00042,7050.75,2026-01-23 18:34:00
T215,A00078,A00077,4074.6,2026-01-14 19:52:00
T4903,A00022,A00099,4386.66,2026-01-03 12:29:00
T3388,A00259,A00076,2922.46,2026-01-29 19:00:00
T2821,A00359,A00374,2561.44,2026-01-09 05:54:00
T8212,MULE002,MULE009,8468.0,2026-01-26 00:08:00
T697,A00087,A00376,3995.38,2026-01-08 16:52:00
T10155,MULE006,MULE008,8033.0,2026-01-04 17:27:00
T2513,A00251,A00014,1014.79,2026-01-04 03:54:00
T12338,SHELL017,A00282,7703.94,2026-01-24 17:55:00
T8791,MULE002,MULE016,8059.0,2026-01-06 19:54:00
T3699,A00323,A00055,3354.75,2026-01-29 19:32:00
T11414,SHELL015,A00221,7687.92,2026-01-18 02:15:00
T10478,MULE003,MULE014,8566.0,2026-01-06 04:21:00
T9825,MULE016,MULE014,8146.0,2026-01-27 09:37:00
T10043,MULE015,MULE010,8446.0,2026-01-08 10:41:00
T4082,A00379,A00132,4781.05,2026-01-19 02:56:00
T3858,A00380,A00310,1856.11,2026-01-15 10:07:00
T9994,MULE009,MULE012,8577.0,2026-01-22 09:28:00
T737,A00079,A00379,2009.15,2026-01-17 09:58:00
T5260,A00311,A00207,867.26,2026-01-21 00:01:00
T4217,A00196,A00324,831.98,2026-01-17 15:27:00
T12850,SHELL016,A00037,10861.1,2026-01-26 03:39:00
T11586,SHELL016,A00379,6223.41,2026-01-11 21:01:00
T11761,MULE013,SHELL001,1272.76,2026-01-10 00:09:00
T5345,A00175,A00096,4906.96,2026-01-02 23:49:00
T2928,A00216,A00125,1132.61,2026-01-11 05:18:00
T9057,MULE001,MULE009,8370.0,2026-01-16 22:21:00
T8255,MULE018,MULE009,8445.0,2026-01-25 10:36:00
T10129,MULE015,MULE001,8953.0,2026-01-22 10:45:00
T1985,A00094,A00392,563.09,2026-01-08 14:33:00
T2304,A00341,A00274,4238.03,2026-01-11 15:24:00
T32,A00306,A00033,1985.36,2026-01-28 02:52:00
T7473,A00002,MULE005,9632.36,2026-01-13 21:06:00
T4206,A00302,A00395,4590.03,2026-01-17 10:49:00
T12457,MULE007,SHELL007,1224.75,2026-01-29 12:52:00
T11559,MULE007,SHELL005,1206.26,2026-01-07 17:33:00
T8480,MULE005,MULE006,8819.0,2026-01-25 08:57:00
T2857,A00311,A00140,1113.93,2026-01-01 03:55:00
T7857,A00243,MULE012,9524.0,2026-01-01 04:59:00
T3703,A00081,A00091,2060.27,2026-01-01 03:38:00
T12670,SHELL020,A00066,11363.91,2026-01-13 04:56:00
T10563,MULE018,MULE016,8292.0,2026-01-25 15:41:00
T2681,A00303,A00275,1030.3,2026-01-18 15:57:00
T8219,MULE018,MULE009,8520.0,2026-01-13 12:07:00
T484,A00204,A00279,2419.66,2026-01-02 15:59:00
T12293,MULE015,SHELL011,682.34,2026-01-13 09:08:00
T1698,A00037,A00160,3104.99,2026-01-16 09:59:00
T10763,MULE006,MULE019,8037.0,2026-01-26 23:17:00
T7946,A00088,MULE020,9315.89,2026-01-19 04:39:00
T12955,MULE020,SHELL004,879.73,2026-01-15 05:04:00
T11545,MULE016,SHELL002,954.69,2026-01-01 08:25:00
T2178,A00064,A00179,558.53,2026-01-13 22:19:00
T10154,MULE012,MULE002,8681.0,2026-01-22 13:14:00
T5203,A00019,A00151,2902.23,2026-01-20 15:15:00
T11323,MULE008,SHELL016,1435.17,2026-01-16 05:19:00
T2451,A00016,A00285,664.43,2026-01-14 05:23:00
T4030,A00049,A00087,108.47,2026-01-25 01:56:00
T5610,A00280,A00184,1795.93,2026-01-12 02:06:00
T6619,A00294,A00061,4129.01,2026-01-11 02:42:00
T11689,MULE014,SHELL020,1141.5,2026-01-08 01:58:00
T6927,A00251,A00254,1062.6,2026-01-08 17:12:00
T11759,MULE008,SHELL018,941.01,2026-01-21 09:32:00
T300,A00113,A00326,1031.65,2026-01-12 09:45:00
T8817,MULE019,MULE009,8144.0,2026-01-24 01:19:00
T3147,A00190,A00051,340.76,2026-01-18 09:48:00
T7476,A00142,MULE017,9525.19,2026-01-17 08:00:00
T2789,A00393,A00061,1521.32,2026-01-22 23:42:00
T11921,MULE013,SHELL019,783.63,2026-01-25 00:03:00
T4093,A00292,A00008,4748.09,2026-01-16 12:50:00
T669,A00025,A00177,4713.77,2026-01-18 08:19:00
T5385,A00162,A00217,4339.37,2026-01-23 07:14:00
T10568,MULE008,MULE007,8479.0,2026-01-01 05:41:00
T11943,MULE014,SHELL015,1486.33,2026-01-17 15:15:00
T3387,A00161,A00061,499.38,2026-01-20 03:52:00
T10963,MULE009,MULE012,8044.0,2026-01-19 08:29:00
T7808,A00309,MULE018,9966.49,2026-01-01 00:44:00
T4780,A00056,A00044,3845.65,2026-01-10 15:19:00
T304,A00018,A00297,1887.82,2026-01-06 23:32:00
T11823,MULE005,SHELL004,1403.16,2026-01-15 10:26:00
T9815,MULE009,MULE007,8382.0,2026-01-03 22:12:00
T1019,A00343,A00177,4060.08,2026-01-19 20:11:00
T3903,A00233,A00319,1387.74,2026-01-21 00:26:00
T7592,A00101,MULE020,9698.6,2026-01-05 18:02:00
T1356,A00123,A00336,101.41,2026-01-08 03:58:00
T9762,MULE005,MULE017,8228.0,2026-01-08 19:05:00
T9878,MULE007,MULE003,8804.0,2026-01-25 22:50:00
T12777,MULE018,SHELL011,729.74,2026-01-25 04:03:00
T1622,A00186,A00044,2666.7,2026-01-18 11:31:00
T11949,MULE010,SHELL009,641.67,2026-01-04 21:08:00
T11347,MULE014,SHELL001,1324.85,2026-01-29 04:27:00
T5067,A00053,A00175,2084.02,2026-01-12 20:47:00
T9608,MULE008,MULE013,8855.0,2026-01-22 19:22:00
T3725,A00062,A00367,3905.32,2026-01-30 10:47:00
T9441,MULE005,MULE008,8039.0,2026-01-17 22:37:00
T9575,MULE014,MULE015,8852.0,2026-01-13 15:41:00
T11683,MULE003,SHELL001,645.91,2026-01-27 23:43:00
T3781,A00248,A00264,1490.4,2026-01-30 08:49:00
T1483,A00278,A00357,2501.45,2026-01-26 18:59:00
T12904,SHELL017,A00386,11176.2,2026-01-09 10:32:00
T2761,A00088,A00163,4737.9,2026-01-18 17:30:00
T11059,MULE018,SHELL003,1111.18,2026-01-12 16:20:00
T3791,A00393,A00272,2412.19,2026-01-14 15:44:00
T1069,A00340,A00192,2851.14,2026-01-28 00:33:00
T11484,SHELL007,A00118,7680.69,2026-01-03 10:08:00
T4982,A00035,A00394,3910.93,2026-01-02 00:49:00
T6791,A00294,A00213,1101.32,2026-01-08 16:46:00
T7969,A00400,MULE002,9965.56,2026-01-01 09:39:00
T5412,A00039,A00076,3679.19,2026-01-08 11:48:00
T7572,A00119,MULE019,9156.73,2026-01-03 01:19:00
T5307,A00243,A00164,2419.05,2026-01-05 06:20:00
T10284,MULE015,MULE006,8069.0,2026-01-25 10:25:00
T12694,SHELL010,A00286,11383.95,2026-01-27 09:13:00
T8590,MULE001,MULE013,8285.0,2026-01-26 02:33:00
T11201,MULE004,SHELL017,809.29,2026-01-20 16:56:00
T4309,A00374,A00291,4809.92,2026-01-05 10:12:00
T10465,MULE009,MULE003,8180.0,2026-01-26 02:34:00
T5999,A00310,A00069,236.11,2026-01-17 18:55:00
T11887,MULE015,SHELL018,779.1,2026-01-16 18:19:00
T3016,A00135,A00267,3639.2,2026-01-21 12:07:00
T5911,A00134,A00362,1866.43,2026-01-14 13:52:00
T3564,A00370,A00188,2630.07,2026-01-19 08:22:00
T9856,MULE018,MULE019,8551.0,2026-01-19 06:56:00
T4148,A00283,A00322,2400.88,2026-01-13 19:10:00
T6144,A00168,A00088,572.31,2026-01-11 13:08:00
T5354,A00383,A00034,3884.76,2026-01-06 18:28:00
T4732,A00400,A00121,3261.58,2026-01-18 12:03:00
T11320,SHELL019,A00057,4680.21,2026-01-17 13:29:00
T12466,SHELL008,A00164,8516.46,2026-01-06 22:56:00
T4402,A00095,A00299,2124.95,2026-01-26 11:18:00
T6677,A00237,A00327,784.32,2026-01-22 05:08:00
T7182,A00370,MULE006,9201.27,2026-01-23 19:04:00
T2496,A00243,A00120,2627.54,2026-01-26 03:36:00
T421,A00021,A00127,3567.35,2026-01-20 23:57:00
T11273,MULE009,SHELL001,864.54,2026-01-08 17:18:00
T4054,A00252,A00013,2507.07,2026-01-15 15:10:00
T12616,SHELL015,A00233,5240.54,2026-01-18 04:18:00
T1048,A00192,A00029,2624.82,2026-01-08 05:38:00
T857,A00053,A00161,1901.05,2026-01-14 14:51:00
T8519,MULE001,MULE006,8428.0,2026-01-22 17:07:00
T6215,A00016,A00108,2688.0,2026-01-16 13:14:00
T8395,MULE011,MULE006,8267.0,2026-01-14 14:50:00
T12368,SHELL004,A00336,10805.78,2026-01-22 01:37:00
T1651,A00362,A00148,2192.56,2026-01-15 09:41:00
T1663,A00352,A00171,1772.67,2026-01-26 21:24:00
T6703,A00229,A00089,2807.11,2026-01-09 14:06:00
T12956,SHELL004,A00369,8008.39,2026-01-13 15:03:00
T4360,A00217,A00184,3341.77,2026-01-01 11:32:00
T5590,A00161,A00290,1850.99,2026-01-03 17:00:00
T12071,MULE018,SHELL009,1162.13,2026-01-12 19:10:00
T1140,A00216,A00333,4442.01,2026-01-08 14:10:00
T9386,MULE008,MULE007,8948.0,2026-01-03 05:19:00
T4668,A00333,A00174,2136.12,2026-01-01 08:07:00
T821,A00225,A00061,3900.6,2026-01-11 18:48:00
T7533,A00327,MULE002,9688.78,2026-01-17 08:26:00
T8391,MULE008,MULE007,8604.0,2026-01-05 02:37:00
T11194,SHELL012,A00330,9985.32,2026-01-08 13:25:00
T108,A00343,A00377,4072.67,2026-01-13 03:25:00
T10706,MULE013,MULE014,8280.0,2026-01-22 11:56:00
T368,A00059,A00391,1464.98,2026-01-11 07:01:00
T9658,MULE018,MULE017,8143.0,2026-01-09 19:02:00
T3754,A00343,A00034,1777.6,2026-01-15 01:50:00
T8527,MULE017,MULE011,8446.0,2026-01-12 19:32:00
T1745,A00074,A00370,4435.95,2026-01-30 22:37:00
T8532,MULE005,MULE008,8572.0,2026-01-23 09:32:00
T10138,MULE002,MULE020,8231.0,2026-01-20 07:49:00
T12244,SHELL005,A00036,8177.29,2026-01-10 10:51:00
T4100,A00074,A00281,4824.47,2026-01-03 13:56:00
T5667,A00170,A00160,4344.54,2026-01-30 22:00:00
T218,A00398,A00268,1963.85,2026-01-21 03:34:00
T4085,A00104,A00045,2818.27,2026-01-23 15:54:00
T12084,SHELL010,A00047,8156.57,2026-01-27 08:29:00
T6073,A00240,A00311,2278.51,2026-01-19 15:33:00
T3911,A00065,A00178,1604.45,2026-01-20 20:24:00
T6367,A00096,A00076,3600.64,2026-01-01 10:37:00
T5826,A00186,A00164,1331.99,2026-01-04 07:25:00
T9391,MULE012,MULE014,8339.0,2026-01-11 22:23:00
T511,A00103,A00063,765.07,2026-01-04 08:53:00
T701,A00392,A00004,2120.72,2026-01-29 16:53:00
T170,A00400,A00334,297.26,2026-01-02 09:53:00
T1808,A00092,A00226,440.05,2026-01-10 03:11:00
T10804,MULE011,MULE018,8204.0,2026-01-29 19:16:00
T5220,A00199,A00158,3836.6,2026-01-06 22:21:00
T1278,A00040,A00373,469.46,2026-01-01 20:20:00
T574,A00170,A00345,637.06,2026-01-19 22:58:00
T11184,SHELL001,A00345,10104.74,2026-01-08 09:00:00
T40,A00312,A00102,848.91,2026-01-08 08:27:00
T9352,MULE013,MULE016,8180.0,2026-01-02 13:26:00
T7909,A00089,MULE007,9280.12,2026-01-11 10:17:00
T12451,MULE005,SHELL002,1417.41,2026-01-30 07:46:00
T10415,MULE015,MULE007,8286.0,2026-01-19 08:56:00
T9213,MULE003,MULE009,8983.0,2026-01-15 22:32:00
T933,A00081,A00352,1590.65,2026-01-28 10:58:00
T3523,A00393,A00207,4678.11,2026-01-26 12:53:00
T9366,MULE015,MULE017,8105.0,2026-01-30 04:44:00
T12858,SHELL004,A00305,8023.94,2026-01-22 11:42:00
T11718,SHELL009,A00341,10166.4,2026-01-13 06:42:00
T9146,MULE020,MULE018,8741.0,2026-01-11 20:15:00
T2705,A00193,A00219,3429.28,2026-01-08 15:44:00
T347,A00032,A00246,4251.76,2026-01-20 09:36:00
T11557,MULE014,SHELL011,1317.7,2026-01-27 11:21:00
T6114,A00178,A00213,4922.82,2026-01-11 18:23:00
T475,A00130,A00383,179.59,2026-01-04 01:47:00
T11712,SHELL004,A00201,3909.82,2026-01-29 18:45:00
T3430,A00163,A00098,4223.01,2026-01-29 11:50:00
T8588,MULE016,MULE010,8928.0,2026-01-23 12:54:00
T11468,SHELL019,A00087,6190.62,2026-01-14 22:11:00
T7014,A00179,MULE016,9933.51,2026-01-15 15:21:00
T12581,MULE009,SHELL019,1260.79,2026-01-15 21:59:00
T9482,MULE020,MULE004,8618.0,2026-01-19 14:28:00
T1403,A00265,A00274,3630.75,2026-01-23 03:31:00
T5035,A00222,A00369,3031.29,2026-01-12 09:54:00
T5937,A00240,A00226,431.83,2026-01-06 14:11:00
T5724,A00018,A00354,1280.34,2026-01-04 13:56:00
T12496,SHELL015,A00089,6509.22,2026-01-10 18:11:00
T5014,A00385,A00231,4802.86,2026-01-02 01:01:00
T3335,A00056,A00284,2001.74,2026-01-14 01:56:00
T2321,A00057,A00062,1910.97,2026-01-14 04:18:00
T972,A00170,A00315,1087.18,2026-01-06 22:31:00
T12854,SHELL011,A00225,5225.24,2026-01-09 10:50:00
T4609,A00017,A00130,2008.84,2026-01-23 15:31:00
T9554,MULE010,MULE009,8973.0,2026-01-22 02:40:00
T11344,SHELL018,A00338,7054.37,2026-01-10 19:30:00
T1202,A00354,A00152,1099.6,2026-01-25 15:06:00
T2460,A00339,A00088,4711.69,2026-01-29 08:42:00
T2216,A00043,A00214,4396.1,2026-01-14 13:06:00
T12176,SHELL013,A00182,5756.34,2026-01-24 19:19:00
T12489,MULE006,SHELL010,737.64,2026-01-17 16:57:00
T10108,MULE016,MULE003,8660.0,2026-01-20 07:23:00
T7714,A00266,MULE012,9942.44,2026-01-20 09:49:00
T10190,MULE003,MULE017,8281.0,2026-01-28 20:46:00
T7380,A00081,MULE012,9786.75,2026-01-30 02:35:00
T6957,A00077,A00092,499.03,2026-01-25 13:25:00
T2059,A00066,A00188,1809.5,2026-01-27 13:50:00
T12228,SHELL005,A00136,5012.67,2026-01-04 21:58:00
T8948,MULE016,MULE015,8951.0,2026-01-23 02:46:00
T5009,A00375,A00352,3071.82,2026-01-11 15:26:00
T2944,A00081,A00140,4868.3,2026-01-24 17:37:00
T7086,A00315,MULE011,9169.3,2026-01-23 21:52:00
T8728,MULE005,MULE006,8360.0,2026-01-22 07:30:00
T10179,MULE020,MULE015,8546.0,2026-01-06 05:50:00
T6577,A00215,A00381,510.66,2026-01-15 21:34:00
T7370,A00221,MULE014,9193.13,2026-01-08 21:54:00
T5682,A00022,A00398,3820.59,2026-01-23 21:46:00
T12925,MULE018,SHELL006,520.28,2026-01-17 10:51:00
T4717,A00074,A00076,3649.14,2026-01-06 14:36:00
T11488,SHELL016,A00257,7178.94,2026-01-15 22:06:00
T12382,SHELL007,A00145,8835.91,2026-01-09 03:12:00
T8834,MULE015,MULE013,8986.0,2026-01-29 15:09:00
T9005,MULE020,MULE001,8623.0,2026-01-18 07:18:00
T5503,A00290,A00061,2415.14,2026-01-30 03:58:00
T8234,MULE004,MULE009,8344.0,2026-01-17 07:34:00
T11631,MULE014,SHELL016,863.11,2026-01-06 22:46:00
T2838,A00381,A00399,2985.66,2026-01-28 12:30:00
T1936,A00295,A00065,2260.35,2026-01-17 19:46:00
T9026,MULE008,MULE002,8366.0,2026-01-26 05:00:00
T4664,A00337,A00400,2522.44,2026-01-21 20:05:00
T9344,MULE017,MULE004,8484.0,2026-01-05 00:46:00
T1351,A00365,A00306,381.57,2026-01-08 23:26:00
T10348,MULE020,MULE016,8248.0,2026-01-20 08:31:00
T1328,A00394,A00196,1817.54,2026-01-27 05:16:00
T9116,MULE019,MULE015,8174.0,2026-01-19 02:59:00
T10693,MULE009,MULE010,8572.0,2026-01-05 02:09:00
T9947,MULE011,MULE012,8461.0,2026-01-23 14:43:00
T11802,SHELL009,A00283,5296.48,2026-01-08 09:54:00
T6228,A00394,A00343,1660.24,2026-01-06 18:12:00
T3121,A00195,A00139,3523.46,2026-01-07 06:28:00
T211,A00294,A00146,2400.05,2026-01-21 01:06:00
T9233,MULE015,MULE006,8746.0,2026-01-15 18:22:00
T11785,MULE012,SHELL015,1150.44,2026-01-28 22:51:00
T652,A00373,A00115,4190.63,2026-01-02 00:49:00
T10997,MULE020,MULE003,8190.0,2026-01-16 09:13:00
T6649,A00119,A00063,719.0,2026-01-13 06:19:00
T2900,A00013,A00117,2192.96,2026-01-07 16:58:00
T8650,MULE011,MULE009,8279.0,2026-01-01 17:13:00
T3541,A00224,A00287,2264.07,2026-01-12 09:39:00
T8867,MULE010,MULE016,8479.0,2026-01-27 01:52:00
T11666,SHELL016,A00355,10005.14,2026-01-04 14:09:00
T4666,A00022,A00019,2319.26,2026-01-01 04:03:00
T5045,A00232,A00141,1964.2,2026-01-04 13:11:00
T12060,SHELL001,A00025,7668.85,2026-01-23 11:10:00
T12236,SHELL015,A00066,6964.45,2026-01-16 08:41:00
T6891,A00007,A00155,694.95,2026-01-12 14:19:00
T7290,A00300,MULE013,9706.37,2026-01-09 12:26:00
T5000,A00122,A00232,1103.96,2026-01-12 09:12:00
T7771,A00007,MULE003,9906.17,2026-01-03 14:06:00
T7411,A00147,MULE013,9782.97,2026-01-27 22:47:00
T10034,MULE001,MULE012,8410.0,2026-01-28 13:21:00
T1471,A00325,A00223,1690.12,2026-01-08 14:48:00
T485,A00386,A00332,1036.41,2026-01-17 05:54:00
T9276,MULE008,MULE020,8045.0,2026-01-15 18:06:00
T7583,A00182,MULE020,9308.8,2026-01-21 10:58:00
T8673,MULE011,MULE020,8142.0,2026-01-05 01:35:00
T399,A00224,A00302,2062.2,2026-01-04 13:54:00
T8934,MULE007,MULE012,8026.0,2026-01-08 09:57:00
T1671,A00275,A00010,1120.49,2026-01-16 02:19:00
T909,A00036,A00239,4343.56,2026-01-15 03:21:00
T2767,A00028,A00372,3232.05,2026-01-17 20:18:00
T6171,A00064,A00272,1167.09,2026-01-04 18:49:00
T593,A00179,A00287,4675.13,2026-01-13 10:41:00
T1251,A00196,A00203,4128.4,2026-01-02 09:39:00
T9657,MULE002,MULE018,8143.0,2026-01-30 19:35:00
T10400,MULE002,MULE011,8087.0,2026-01-11 06:11:00
T6880,A00132,A00096,3063.68,2026-01-18 14:39:00
T3394,A00068,A00264,4347.71,2026-01-18 15:55:00
T11688,SHELL004,A00269,9779.79,2026-01-28 23:41:00
T12924,SHELL010,A00321,5108.17,2026-01-24 20:11:00
T2175,A00362,A00240,2238.51,2026-01-23 12:34:00
T5782,A00308,A00331,1013.79,2026-01-29 17:24:00
T7212,A00309,MULE002,9557.27,2026-01-14 18:24:00
T12839,MULE004,SHELL017,907.47,2026-01-26 20:55:00
T5334,A00137,A00274,2060.64,2026-01-23 20:06:00
T5834,A00031,A00245,4036.8,2026-01-07 05:44:00
T4103,A00371,A00165,1914.82,2026-01-07 12:43:00
T765,A00156,A00124,1338.14,2026-01-08 00:21:00
T8672,MULE008,MULE007,8881.0,2026-01-21 15:52:00
T583,A00211,A00257,3897.36,2026-01-22 11:07:00
T3034,A00109,A00115,3906.71,2026-01-26 02:28:00
T12545,MULE016,SHELL016,969.23,2026-01-30 04:29:00
T7666,A00223,MULE020,9132.95,2026-01-26 14:10:00
T3001,A00221,A00243,1145.76,2026-01-10 15:00:00
T11237,MULE020,SHELL019,842.63,2026-01-11 04:51:00
T5557,A00320,A00370,2621.88,2026-01-07 10:17:00
T8741,MULE012,MULE005,8989.0,2026-01-26 03:40:00
T10905,MULE007,MULE003,8059.0,2026-01-24 08:55:00
T8453,MULE002,MULE012,8975.0,2026-01-11 04:04:00
T3899,A00008,A00074,3209.69,2026-01-11 19:46:00
T12364,SHELL006,A00319,4315.4,2026-01-05 10:41:00
T7472,A00090,MULE016,9738.85,2026-01-04 09:58:00
T11736,SHELL011,A00079,2833.82,2026-01-02 09:20:00
T12231,MULE008,SHELL011,1189.46,2026-01-06 21:08:00
T4692,A00380,A00027,770.77,2026-01-05 07:01:00
T5217,A00009,A00398,576.12,2026-01-21 15:35:00
T3976,A00225,A00186,3798.38,2026-01-08 16:05:00
T8702,MULE011,MULE012,8596.0,2026-01-01 20:28:00
T5467,A00108,A00089,2633.7,2026-01-24 10:10:00
T5816,A00140,A00204,3450.0,2026-01-23 09:09:00
T4339,A00386,A00277,4322.82,2026-01-08 11:26:00
T9699,MULE015,MULE019,8619.0,2026-01-29 10:14:00
T7117,A00383,MULE017,9695.39,2026-01-03 22:08:00
T4041,A00086,A00052,2538.49,2026-01-28 11:11:00
T11719,MULE004,SHELL007,1174.11,2026-01-17 08:50:00
T11598,SHELL019,A00104,9795.13,2026-01-23 15:21:00
T7622,A00199,MULE012,9163.5,2026-01-20 11:27:00
T7199,A00372,MULE005,9219.84,2026-01-22 13:28:00
T12781,MULE007,SHELL018,600.2,2026-01-01 12:27:00
T4027,A00325,A00042,1764.63,2026-01-05 06:42:00
T9342,MULE004,MULE014,8484.0,2026-01-25 09:04:00
T1276,A00311,A00042,4224.79,2026-01-07 08:55:00
T12820,SHELL007,A00007,4785.72,2026-01-30 00:12:00
T2799,A00064,A00250,133.86,2026-01-30 21:13:00
T11774,SHELL005,A00177,5560.82,2026-01-03 22:42:00
T6153,A00275,A00329,2773.33,2026-01-12 05:06:00
T10934,MULE012,MULE016,8628.0,2026-01-13 17:10:00
T9160,MULE015,MULE011,8850.0,2026-01-14 18:38:00
T4123,A00106,A00126,1163.1,2026-01-09 16:35:00
T6244,A00031,A00361,134.86,2026-01-16 04:40:00
T8782,MULE004,MULE012,8592.0,2026-01-26 00:23:00
T11601,MULE018,SHELL011,647.2,2026-01-09 07:06:00
T1689,A00240,A00024,605.2,2026-01-30 23:47:00
T1370,A00015,A00247,669.71,2026-01-04 01:47:00
T741,A00286,A00285,2610.96,2026-01-05 16:49:00
T7061,A00203,MULE015,9375.69,2026-01-28 00:31:00
T3955,A00022,A00309,628.21,2026-01-30 05:58:00
T1189,A00154,A00360,2784.25,2026-01-15 06:52:00
T2219,A00109,A00095,483.28,2026-01-28 11:47:00
T1571,A00257,A00235,2847.37,2026-01-01 23:28:00
T3025,A00278,A00219,2663.53,2026-01-16 06:48:00
T10721,MULE004,MULE013,8596.0,2026-01-03 17:55:00
T10927,MULE015,MULE007,8999.0,2026-01-19 19:29:00
T2615,A00261,A00364,2494.25,2026-01-17 18:09:00
T12856,SHELL001,A00108,6322.94,2026-01-25 02:45:00
T12801,MULE005,SHELL019,922.42,2026-01-06 19:34:00
T6501,A00397,A00062,2723.82,2026-01-23 01:55:00
T10004,MULE013,MULE001,8105.0,2026-01-07 19:12:00
T9486,MULE017,MULE019,8850.0,2026-01-05 15:20:00
T9195,MULE003,MULE014,8494.0,2026-01-11 09:05:00
T4963,A00223,A00308,2014.3,2026-01-18 17:12:00
T4891,A00204,A00272,2439.0,2026-01-02 04:48:00
T8876,MULE020,MULE016,8705.0,2026-01-19 22:25:00
T2324,A00015,A00074,796.49,2026-01-27 20:01:00
T3022,A00190,A00187,179.34,2026-01-14 23:17:00
T4398,A00071,A00062,218.14,2026-01-04 22:20:00
T6495,A00400,A00240,3033.85,2026-01-03 13:25:00
T3308,A00030,A00065,2248.92,2026-01-13 20:40:00
T4059,A00278,A00089,3240.57,2026-01-03 04:22:00
T7531,A00279,MULE009,9186.39,2026-01-01 00:43:00
T5689,A00334,A00083,4954.27,2026-01-05 01:55:00
T7273,A00107,MULE010,9291.35,2026-01-18 11:45:00
T1607,A00305,A00275,2673.63,2026-01-02 18:03:00
T8961,MULE018,MULE009,8774.0,2026-01-26 08:46:00
T5329,A00006,A00079,2848.08,2026-01-05 15:38:00
T4246,A00399,A00031,2421.36,2026-01-11 03:56:00
T10021,MULE016,MULE014,8878.0,2026-01-27 05:45:00
T2003,A00022,A00101,628.31,2026-01-24 08:51:00
T7796,A00376,MULE012,9646.99,2026-01-05 17:25:00
T11049,MULE011,SHELL020,1054.97,2026-01-28 13:09:00
T4239,A00118,A00363,3004.89,2026-01-11 18:53:00
T249,A00186,A00319,3806.57,2026-01-29 11:06:00
T2610,A00213,A00203,4855.41,2026-01-17 23:34:00
T4757,A00112,A00190,574.6,2026-01-12 16:07:00
T8898,MULE016,MULE001,8305.0,2026-01-06 22:44:00
T563,A00144,A00320,3433.95,2026-01-06 09:46:00
T3847,A00021,A00400,723.89,2026-01-16 20:40:00
T12586,SHELL002,A00073,3428.74,2026-01-16 10:44:00
T9585,MULE014,MULE011,8962.0,2026-01-08 08:41:00
T7249,A00206,MULE018,9989.49,2026-01-06 04:20:00
T4171,A00199,A00019,3506.91,2026-01-13 07:13:00
T11595,MULE013,SHELL012,1217.38,2026-01-17 03:41:00
T915,A00078,A00004,4668.75,2026-01-02 02:06:00
T8166,MULE016,MULE013,8443.0,2026-01-27 12:53:00
T10897,MULE014,MULE008,8610.0,2026-01-12 16:53:00
T4793,A00287,A00246,2033.57,2026-01-30 13:35:00
